Education,Income,Kidhome,Teenhome,Recency,Wines,Fruits,Meat,Fish,Sweets,Gold,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Total_Spending,Living_with,Children,Family_Size,is_parent,Total_Purchases,Total_Campaign_Accepted,Cluster_K2,Cluster_K4,K2_Description,K4_Description
Graduate,70971.0,0,1,28,1001,17,572,93,125,17,7,11,11,5,7,0,0,0,0,0,0,1,66,1825,Partner,1,3,1,27,1,0,3,High Income – High Spending,High Income – Low Spending
Postgraduate,34487.0,1,1,94,19,18,33,24,1,8,3,3,0,3,9,0,0,0,0,0,0,0,49,103,Alone,2,3,1,6,0,1,1,Low Income – Low Spending,Low Income – High Spending
Graduate,28769.0,1,0,76,41,5,129,10,3,3,3,4,1,4,9,0,0,0,0,0,0,0,49,191,Alone,1,2,1,9,0,1,2,Low Income – Low Spending,Low Income – Low Spending
Postgraduate,69084.0,1,0,43,1181,107,199,39,30,30,2,7,3,13,8,0,0,0,0,0,0,0,56,1586,Partner,1,3,1,23,0,0,3,High Income – High Spending,High Income – Low Spending
Postgraduate,65488.0,0,0,46,603,45,207,36,18,54,1,3,4,6,1,0,0,0,0,0,0,0,68,963,Partner,0,2,0,13,0,0,0,High Income – High Spending,High Income – High Spending
Undergraduate,62466.0,0,1,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,0,56,889,Partner,1,3,1,21,0,0,0,High Income – High Spending,High Income – High Spending
Undergraduate,32218.0,0,0,27,10,24,15,13,1,30,1,2,1,3,7,1,0,0,0,0,0,1,66,93,Alone,0,1,0,6,2,1,2,Low Income – Low Spending,Low Income – Low Spending
Graduate,83917.0,0,0,12,514,22,732,42,198,79,1,6,7,7,3,0,0,0,0,0,0,1,53,1587,Alone,0,1,0,20,1,0,0,High Income – High Spending,High Income – High Spending
Graduate,46102.0,2,1,3,14,0,1,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,64,16,Alone,3,4,1,3,0,1,1,Low Income – Low Spending,Low Income – High Spending
Graduate,84574.0,0,0,72,387,20,713,38,54,163,1,9,11,11,5,0,0,0,0,0,0,0,74,1375,Alone,0,1,0,31,0,0,0,High Income – High Spending,High Income – High Spending
Graduate,56181.0,0,1,6,121,103,69,8,44,48,1,4,2,7,4,0,0,0,0,0,0,0,64,393,Partner,1,3,1,13,0,1,3,Low Income – Low Spending,High Income – Low Spending
Postgraduate,63120.0,0,1,53,965,69,279,54,41,69,5,8,4,9,7,0,0,0,0,0,0,1,76,1477,Alone,1,2,1,21,1,0,3,High Income – High Spending,High Income – Low Spending
Graduate,73691.0,0,1,58,707,21,250,85,43,73,2,6,2,8,2,1,0,0,0,0,0,0,55,1179,Partner,1,3,1,16,1,0,3,High Income – High Spending,High Income – Low Spending
Graduate,63381.0,0,1,78,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,0,66,1005,Partner,1,3,1,22,0,0,3,High Income – High Spending,High Income – Low Spending
Postgraduate,76140.0,0,0,57,586,66,653,17,0,26,1,5,9,6,2,0,0,0,0,0,0,0,78,1348,Partner,0,2,0,20,0,0,0,High Income – High Spending,High Income – High Spending
Postgraduate,62859.0,0,1,37,1063,89,102,16,12,25,4,9,4,6,6,0,0,0,0,0,0,0,67,1307,Alone,1,2,1,19,0,0,3,High Income – High Spending,High Income – Low Spending
Graduate,45906.0,0,1,20,305,3,27,4,3,144,2,5,4,4,5,1,0,0,0,0,0,0,62,486,Alone,1,2,1,13,1,1,3,Low Income – Low Spending,High Income – Low Spending
Postgraduate,77632.0,0,0,73,1200,105,758,0,42,147,1,4,2,6,2,0,1,1,0,0,0,1,79,2252,Partner,0,2,0,12,3,0,0,High Income – High Spending,High Income – High Spending
Postgraduate,46463.0,1,1,56,163,2,40,8,11,11,7,3,1,6,6,0,0,0,0,0,0,0,55,235,Partner,2,4,1,10,0,1,1,Low Income – Low Spending,Low Income – High Spending
Graduate,105471.0,0,0,36,1009,181,104,202,21,207,0,9,8,13,3,0,0,1,1,0,0,1,56,1724,Partner,0,2,0,30,3,0,0,High Income – High Spending,High Income – High Spending
Postgraduate,55282.0,1,0,9,125,6,73,8,4,19,1,3,1,6,4,0,0,0,0,0,0,0,56,235,Alone,1,2,1,10,0,1,2,Low Income – Low Spending,Low Income – Low Spending
Postgraduate,78710.0,0,1,42,721,0,152,119,50,50,3,7,6,12,4,0,0,0,0,0,0,0,49,1092,Partner,1,3,1,25,0,0,3,High Income – High Spending,High Income – Low Spending
Graduate,66886.0,0,1,28,315,4,62,41,31,146,2,7,1,7,5,0,0,0,0,0,0,0,68,599,Partner,1,3,1,15,0,0,3,High Income – High Spending,High Income – Low Spending
Postgraduate,98777.0,0,0,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,0,66,2008,Alone,0,1,0,19,1,0,0,High Income – High Spending,High Income – High Spending
Graduate,29103.0,1,0,38,16,0,17,6,3,6,2,1,0,3,9,0,0,0,0,0,0,0,41,48,Partner,1,3,1,4,0,1,2,Low Income – Low Spending,Low Income – Low Spending
Graduate,67445.0,0,1,63,757,80,217,29,80,11,5,9,6,12,6,0,0,0,0,0,0,0,52,1174,Partner,1,3,1,27,0,0,3,High Income – High Spending,High Income – Low Spending
Postgraduate,50616.0,0,1,71,30,2,25,0,1,9,1,1,1,4,2,0,0,0,0,0,0,0,76,67,Partner,1,3,1,6,0,1,1,Low Income – Low Spending,Low Income – High Spending
Graduate,49431.0,0,1,9,219,3,100,26,0,17,2,7,1,5,8,0,0,0,0,0,0,0,71,365,Alone,1,2,1,13,0,1,1,Low Income – Low Spending,Low Income – High Spending
Graduate,61278.0,0,1,87,111,3,28,2,6,15,2,3,1,4,6,0,0,0,0,0,0,0,73,165,Partner,1,3,1,8,0,1,1,Low Income – Low Spending,Low Income – High Spending
Undergraduate,26490.0,0,0,92,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,0,68,210,Partner,0,2,0,9,0,1,2,Low Income – Low Spending,Low Income – Low Spending
Postgraduate,73059.0,0,1,36,410,112,420,0,82,71,1,9,3,13,4,0,0,0,0,0,0,0,79,1095,Partner,1,3,1,25,0,0,3,High Income – High Spending,High Income – Low Spending
Postgraduate,46734.0,1,2,86,100,1,39,6,1,76,4,3,2,3,6,1,0,0,0,0,0,0,60,223,Alone,3,4,1,8,1,1,1,Low Income – Low Spending,Low Income – High Spending
Graduate,56253.0,0,1,83,509,0,65,7,11,5,4,7,2,9,6,0,0,0,0,0,0,0,63,597,Partner,1,3,1,18,0,1,3,Low Income – Low Spending,High Income – Low Spending
Graduate,19986.0,1,0,74,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,0,41,22,Partner,1,3,1,3,0,1,2,Low Income – Low Spending,Low Income – Low Spending
Graduate,58330.0,0,1,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,0,51,1064,Alone,1,2,1,23,0,0,0,High Income – High Spending,High Income – High Spending
Undergraduate,25965.0,0,0,29,2,2,11,41,7,11,1,2,0,3,8,0,0,0,0,0,0,0,46,74,Partner,0,2,0,5,0,1,2,Low Income – Low Spending,Low Income – Low Spending
Postgraduate,14661.0,0,0,88,4,1,11,6,2,2,1,1,0,3,6,0,0,0,0,0,0,0,70,26,Partner,0,2,0,4,0,1,2,Low Income – Low Spending,Low Income – Low Spending
Graduate,18690.0,0,0,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,0,67,60,Partner,0,2,0,4,0,1,2,Low Income – Low Spending,Low Income – Low Spending
Postgraduate,45068.0,0,1,25,14,0,3,0,0,3,1,1,0,2,7,0,0,0,0,0,0,0,52,20,Partner,1,3,1,3,0,1,1,Low Income – Low Spending,Low Income – High Spending
Undergraduate,21063.0,1,0,34,1,10,11,19,3,15,2,2,0,3,6,0,0,0,0,0,0,0,39,59,Alone,1,2,1,5,0,1,2,Low Income – Low Spending,Low Income – Low Spending
Postgraduate,29187.0,1,0,43,26,0,6,0,0,2,1,1,0,3,8,0,0,0,0,0,0,0,58,34,Partner,1,3,1,4,0,1,2,Low Income – Low Spending,Low Income – Low Spending
Undergraduate,54690.0,1,1,76,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,0,0,55,198,Partner,2,4,1,9,0,1,1,Low Income – Low Spending,Low Income – High Spending
Postgraduate,59304.0,0,1,81,418,61,428,80,51,10,3,7,8,10,5,0,0,0,0,0,0,0,62,1048,Partner,1,3,1,25,0,0,3,High Income – High Spending,High Income – Low Spending
Postgraduate,59247.0,0,2,87,327,9,122,19,14,83,5,5,2,9,6,0,0,0,0,0,0,0,64,574,Alone,2,3,1,16,0,1,3,Low Income – Low Spending,High Income – Low Spending
Graduate,66731.0,0,1,33,371,159,194,58,106,141,4,4,3,6,3,0,0,0,0,0,0,0,56,1029,Alone,1,2,1,13,0,0,0,High Income – High Spending,High Income – High Spending
Graduate,77353.0,0,1,38,275,59,107,69,101,59,2,6,4,8,4,0,0,0,0,0,0,0,46,670,Partner,1,3,1,18,0,0,3,High Income – High Spending,High Income – Low Spending
Postgraduate,52614.0,0,1,63,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,0,51,990,Alone,1,2,1,14,0,1,3,Low Income – Low Spending,High Income – Low Spending
Graduate,26751.0,2,0,26,1,1,5,0,3,1,1,1,0,2,8,0,0,0,0,0,0,0,52,11,Partner,2,4,1,3,0,1,2,Low Income – Low Spending,Low Income – Low Spending
Postgraduate,81300.0,0,1,17,1004,12,145,32,12,36,3,10,3,5,5,0,0,0,1,0,0,1,63,1241,Partner,1,3,1,18,2,0,3,High Income – High Spending,High Income – Low Spending
Graduate,70337.0,0,0,75,187,81,149,25,43,91,1,2,2,12,1,0,0,0,0,0,0,0,47,576,Alone,0,1,0,16,0,0,0,High Income – High Spending,High Income – High Spending
Undergraduate,36145.0,1,0,13,56,4,76,17,1,18,4,4,1,3,9,1,0,0,0,0,0,1,41,172,Partner,1,3,1,8,2,1,2,Low Income – Low Spending,Low Income – Low Spending
Postgraduate,65295.0,0,0,19,365,32,117,34,110,6,1,3,3,13,2,0,0,0,0,0,0,0,46,664,Alone,0,1,0,19,0,0,0,High Income – High Spending,High Income – High Spending
Graduate,68118.0,0,1,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,0,63,928,Alone,1,2,1,21,0,0,3,High Income – High Spending,High Income – Low Spending
Graduate,68743.0,0,0,81,1132,134,384,175,134,115,1,11,5,13,7,0,0,0,0,0,0,0,59,2074,Alone,0,1,0,29,0,0,0,High Income – High Spending,High Income – High Spending
Undergraduate,41039.0,0,0,32,34,11,137,179,61,45,1,8,1,5,8,0,0,0,0,0,0,0,44,467,Partner,0,2,0,14,0,0,2,High Income – High Spending,Low Income – Low Spending
Graduate,38946.0,0,1,84,116,6,82,6,6,41,2,3,1,6,5,0,0,0,0,0,0,0,71,257,Partner,1,3,1,10,0,1,1,Low Income – Low Spending,Low Income – High Spending
Graduate,65777.0,0,0,87,565,32,435,28,32,54,1,2,8,6,1,0,0,0,0,0,0,0,59,1146,Partner,0,2,0,16,0,0,0,High Income – High Spending,High Income – High Spending
Postgraduate,66476.0,0,1,99,372,18,126,47,48,78,2,5,2,11,4,0,0,0,0,0,0,0,50,689,Alone,1,2,1,18,0,0,3,High Income – High Spending,High Income – Low Spending
Postgraduate,86857.0,0,0,96,899,102,838,133,102,40,1,5,6,10,2,0,0,0,0,0,0,1,54,2114,Alone,0,1,0,21,1,0,0,High Income – High Spending,High Income – High Spending
Postgraduate,77845.0,0,0,40,760,40,480,0,40,26,1,3,5,12,1,0,0,1,1,0,0,0,37,1346,Partner,0,2,0,20,2,0,0,High Income – High Spending,High Income – High Spending
Postgraduate,69476.0,0,0,3,260,86,559,63,9,67,1,4,6,4,2,0,0,0,0,0,0,0,57,1044,Partner,0,2,0,14,0,0,0,High Income – High Spending,High Income – High Spending
Postgraduate,50611.0,0,1,98,459,0,24,6,0,4,6,4,5,7,6,0,1,0,0,0,0,1,66,493,Alone,1,2,1,16,2,1,3,Low Income – Low Spending,High Income – Low Spending
Graduate,61209.0,0,0,73,466,0,224,119,49,99,1,5,3,4,2,0,0,0,0,0,0,0,56,957,Alone,0,1,0,12,0,0,0,High Income – High Spending,High Income – High Spending
Postgraduate,42315.0,0,1,90,67,15,80,17,11,80,3,1,4,4,3,0,0,0,0,0,0,0,68,270,Partner,1,3,1,9,0,1,1,Low Income – Low Spending,Low Income – High Spending
Undergraduate,13084.0,0,0,29,2,0,7,3,7,10,1,1,0,3,6,0,0,0,0,0,0,0,74,29,Partner,0,2,0,4,0,1,2,Low Income – Low Spending,Low Income – Low Spending
Postgraduate,47570.0,1,1,3,67,1,20,0,2,31,3,2,2,2,7,0,0,0,0,0,0,1,77,121,Alone,2,3,1,6,1,1,1,Low Income – Low Spending,Low Income – High Spending
Postgraduate,61923.0,0,2,94,92,4,18,3,3,6,1,2,1,4,3,0,0,0,0,0,0,0,65,126,Partner,2,4,1,7,0,1,1,Low Income – Low Spending,Low Income – High Spending
Graduate,34824.0,0,0,65,4,2,11,2,0,4,1,1,0,2,6,0,0,0,0,0,0,0,31,23,Alone,0,1,0,3,0,1,2,Low Income – Low Spending,Low Income – Low Spending
Postgraduate,26518.0,1,1,33,20,1,28,3,3,2,3,2,0,3,8,0,0,0,0,0,0,1,77,57,Alone,2,3,1,5,1,1,1,Low Income – Low Spending,Low Income – High Spending
Graduate,45938.0,0,0,46,273,11,178,62,83,29,2,8,4,6,6,0,0,0,0,0,0,0,65,636,Alone,0,1,0,18,0,0,3,High Income – High Spending,High Income – Low Spending
Graduate,78468.0,0,0,29,434,22,388,104,22,34,1,10,7,10,4,0,0,0,1,0,0,0,66,1004,Partner,0,2,0,27,1,0,0,High Income – High Spending,High Income – High Spending
Graduate,78901.0,0,1,99,321,11,309,33,26,34,3,9,3,5,4,0,0,0,0,0,0,0,53,734,Alone,1,2,1,17,0,0,3,High Income – High Spending,High Income – Low Spending
Graduate,71427.0,2,0,26,212,123,177,15,64,23,2,8,2,8,4,0,0,0,0,0,0,0,48,614,Partner,2,4,1,18,0,1,3,Low Income – Low Spending,High Income – Low Spending
Graduate,71022.0,0,1,30,909,12,278,0,12,242,3,5,2,11,8,1,0,0,0,0,0,0,48,1453,Alone,1,2,1,18,1,0,3,High Income – High Spending,High Income – Low Spending
Postgraduate,90247.0,0,0,27,1184,32,352,21,16,16,1,3,4,7,1,0,1,1,1,0,0,1,38,1621,Alone,0,1,0,14,4,0,0,High Income – High Spending,High Income – High Spending
Postgraduate,41335.0,1,0,24,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,0,58,187,Alone,1,2,1,9,0,1,2,Low Income – Low Spending,Low Income – Low Spending
Graduate,71952.0,1,0,93,656,80,455,52,107,93,2,8,4,8,4,1,0,1,0,0,0,0,40,1443,Partner,1,3,1,20,2,0,0,High Income – High Spending,High Income – High Spending
Postgraduate,35682.0,1,0,34,23,0,8,6,2,18,1,1,1,3,2,0,0,0,0,0,0,0,56,57,Alone,1,2,1,5,0,1,2,Low Income – Low Spending,Low Income – Low Spending
Graduate,43185.0,0,1,88,537,6,42,16,6,30,2,9,3,6,8,0,0,0,0,0,0,0,75,637,Alone,1,2,1,18,0,1,3,Low Income – Low Spending,High Income – Low Spending
Postgraduate,66375.0,0,1,96,712,0,45,0,0,191,3,2,4,5,7,1,0,0,0,0,0,0,78,948,Partner,1,3,1,11,1,0,3,High Income – High Spending,High Income – Low Spending
Postgraduate,35178.0,1,0,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,0,1,55,59,Partner,1,3,1,4,2,1,2,Low Income – Low Spending,Low Income – Low Spending
Graduate,25252.0,1,0,26,1,3,4,2,2,6,1,1,0,2,8,0,0,0,0,0,0,0,40,18,Partner,1,3,1,3,0,1,2,Low Income – Low Spending,Low Income – Low Spending
Postgraduate,55250.0,0,1,49,664,58,83,32,0,66,4,7,5,10,5,0,0,0,0,0,0,0,61,903,Alone,1,2,1,22,0,0,3,High Income – High Spending,High Income – Low Spending
Graduate,33249.0,1,0,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,0,51,112,Alone,1,2,1,6,0,1,2,Low Income – Low Spending,Low Income – Low Spending
Graduate,58398.0,0,0,44,299,5,201,21,21,49,3,5,4,8,4,0,0,0,0,0,0,0,73,596,Partner,0,2,0,17,0,0,3,High Income – High Spending,High Income – Low Spending
Graduate,50272.0,1,0,75,99,13,66,43,8,4,3,4,1,5,7,0,0,0,0,0,0,0,44,233,Partner,1,3,1,10,0,1,2,Low Income – Low Spending,Low Income – Low Spending
Postgraduate,76618.0,0,0,64,749,40,294,121,160,147,1,3,2,5,1,0,0,0,0,0,0,0,51,1511,Partner,0,2,0,10,0,0,0,High Income – High Spending,High Income – High Spending
Undergraduate,87305.0,0,0,19,345,25,501,63,138,80,1,5,3,8,2,0,0,1,0,0,0,1,66,1152,Alone,0,1,0,16,2,0,0,High Income – High Spending,High Income – High Spending
Graduate,25851.0,1,0,45,9,4,18,7,5,5,2,2,0,3,7,0,0,0,0,0,0,0,48,48,Partner,1,3,1,5,0,1,2,Low Income – Low Spending,Low Income – Low Spending
Graduate,58710.0,0,1,77,440,81,368,0,122,174,6,11,5,9,6,0,0,0,0,0,0,0,56,1185,Alone,1,2,1,25,0,0,3,High Income – High Spending,High Income – Low Spending
Graduate,45160.0,1,1,9,8,2,5,3,0,3,1,1,0,2,7,0,0,0,0,0,0,0,68,21,Alone,2,3,1,3,0,1,1,Low Income – Low Spending,Low Income – High Spending
Postgraduate,74806.0,0,1,1,670,9,249,0,28,9,2,5,4,5,4,0,0,0,0,0,0,0,61,965,Partner,1,3,1,14,0,0,3,High Income – High Spending,High Income – Low Spending
Graduate,59111.0,0,0,90,524,0,134,28,28,155,1,11,1,8,7,0,0,0,0,0,0,0,72,869,Partner,0,2,0,20,0,0,3,High Income – High Spending,High Income – Low Spending
Postgraduate,18988.0,1,0,43,6,0,6,2,1,1,2,1,0,3,7,0,0,0,0,0,0,0,42,16,Partner,1,3,1,4,0,1,2,Low Income – Low Spending,Low Income – Low Spending
Graduate,72190.0,0,0,79,597,166,597,172,166,249,1,5,6,4,3,0,0,0,0,0,0,0,61,1947,Partner,0,2,0,15,0,0,0,High Income – High Spending,High Income – High Spending
Graduate,7500.0,1,0,19,7,0,12,13,7,32,5,4,1,2,9,1,0,0,0,0,0,1,50,71,Partner,1,3,1,7,2,1,2,Low Income – Low Spending,Low Income – Low Spending
Graduate,44794.0,0,1,99,54,0,7,0,0,4,1,2,0,3,6,0,0,0,0,0,0,0,60,65,Partner,1,3,1,5,0,1,1,Low Income – Low Spending,Low Income – High Spending
Graduate,80395.0,0,0,62,445,25,706,80,76,48,1,6,5,12,2,0,0,0,1,0,0,0,71,1380,Partner,0,2,0,23,1,0,0,High Income – High Spending,High Income – High Spending
Postgraduate,75012.0,0,0,41,294,142,218,164,58,151,1,3,8,11,1,0,0,0,0,0,0,0,50,1027,Alone,0,1,0,22,0,0,0,High Income – High Spending,High Income – High Spending
Postgraduate,56962.0,2,1,60,292,3,77,10,3,26,7,6,3,5,7,0,0,0,0,0,0,0,61,411,Partner,3,5,1,14,0,1,1,Low Income – Low Spending,Low Income – High Spending
Graduate,89891.0,0,0,17,412,22,132,59,28,183,1,11,6,8,4,0,0,1,0,0,0,0,35,836,Partner,0,2,0,25,1,0,0,High Income – High Spending,High Income – High Spending
Postgraduate,35946.0,1,1,24,8,0,3,0,0,0,1,0,0,3,5,0,0,0,0,0,0,0,77,11,Alone,2,3,1,3,0,1,1,Low Income – Low Spending,Low Income – High Spending
Postgraduate,53593.0,1,1,60,349,4,78,6,0,43,8,7,2,6,8,0,0,0,0,0,0,0,73,480,Partner,2,4,1,15,0,1,3,Low Income – Low Spending,High Income – Low Spending
Graduate,66373.0,1,1,57,328,9,124,12,24,109,7,4,2,10,3,0,0,0,0,0,0,0,48,606,Partner,2,4,1,16,0,1,3,Low Income – Low Spending,High Income – Low Spending
Postgraduate,45072.0,1,2,74,144,2,99,7,2,30,5,6,1,4,8,0,0,0,0,0,0,0,78,284,Alone,3,4,1,11,0,1,1,Low Income – Low Spending,Low Income – High Spending
Graduate,89694.0,1,1,22,1126,28,211,37,28,42,3,4,3,4,5,0,1,1,1,0,0,0,53,1472,Alone,2,3,1,11,3,0,3,High Income – High Spending,High Income – Low Spending
Graduate,72025.0,0,0,46,967,0,617,43,50,0,1,4,8,13,2,0,1,1,1,0,0,1,77,1677,Partner,0,2,0,25,4,0,0,High Income – High Spending,High Income – High Spending
Graduate,67432.0,0,1,69,432,79,341,177,136,170,2,8,5,4,4,0,0,0,0,0,0,0,53,1335,Partner,1,3,1,17,0,0,0,High Income – High Spending,High Income – High Spending
Postgraduate,70545.0,0,1,29,138,39,63,55,18,21,1,4,1,7,2,0,0,0,0,0,0,0,74,334,Partner,1,3,1,12,0,1,3,Low Income – Low Spending,High Income – Low Spending
Undergraduate,17487.0,1,0,37,0,0,1,7,4,6,1,1,0,2,7,0,0,0,0,0,0,0,37,18,Partner,1,3,1,3,0,1,2,Low Income – Low Spending,Low Income – Low Spending
Graduate,62882.0,0,1,26,509,133,497,78,24,97,2,7,5,6,4,0,0,0,0,0,0,0,57,1338,Partner,1,3,1,18,0,0,0,High Income – High Spending,High Income – High Spending
Postgraduate,64108.0,0,1,8,948,10,86,13,21,21,4,6,9,11,5,0,0,0,0,0,0,0,73,1099,Alone,1,2,1,26,0,0,3,High Income – High Spending,High Income – Low Spending
Postgraduate,34941.0,1,1,26,39,2,25,4,3,24,2,3,0,3,8,0,0,0,0,0,0,0,70,97,Partner,2,4,1,6,0,1,1,Low Income – Low Spending,Low Income – High Spending
Postgraduate,48767.0,1,2,79,28,1,21,3,0,10,3,2,1,3,5,0,0,0,0,0,0,0,76,63,Alone,3,4,1,6,0,1,1,Low Income – Low Spending,Low Income – High Spending
Undergraduate,38702.0,1,0,71,13,11,24,13,8,40,2,3,0,4,6,0,0,0,0,0,0,0,48,109,Partner,1,3,1,7,0,1,2,Low Income – Low Spending,Low Income – Low Spending
Graduate,82224.0,0,0,83,307,26,360,138,31,40,1,6,9,5,3,0,0,0,1,0,0,0,62,902,Partner,0,2,0,20,1,0,0,High Income – High Spending,High Income – High Spending
Graduate,83844.0,0,0,57,901,31,345,75,31,191,1,4,4,11,1,0,0,1,0,0,0,0,74,1574,Partner,0,2,0,19,1,0,0,High Income – High Spending,High Income – High Spending
Undergraduate,17003.0,1,0,37,2,5,12,4,8,7,3,2,0,4,5,0,0,0,0,0,0,0,51,38,Partner,1,3,1,6,0,1,2,Low Income – Low Spending,Low Income – Low Spending
Graduate,71163.0,0,0,30,283,17,372,138,106,44,1,3,8,12,1,0,0,0,0,0,0,0,31,960,Alone,0,1,0,23,0,0,0,High Income – High Spending,High Income – High Spending
Graduate,33697.0,1,0,34,4,3,7,0,3,11,1,1,0,2,7,1,0,0,0,0,0,0,56,28,Alone,1,2,1,3,1,1,2,Low Income – Low Spending,Low Income – Low Spending
Undergraduate,63564.0,0,0,0,769,80,252,15,34,65,1,10,10,7,6,1,0,0,0,0,0,1,72,1215,Partner,0,2,0,27,2,0,0,High Income – High Spending,High Income – High Spending
Postgraduate,83443.0,0,0,89,518,42,742,55,56,84,1,6,10,5,2,0,0,0,0,0,0,0,54,1497,Partner,0,2,0,21,0,0,0,High Income – High Spending,High Income – High Spending
Postgraduate,51518.0,0,1,92,350,8,66,17,4,4,2,3,2,10,3,0,0,0,0,0,0,0,68,449,Partner,1,3,1,15,0,1,1,Low Income – Low Spending,Low Income – High Spending
Graduate,58330.0,0,1,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,0,51,1064,Alone,1,2,1,23,0,0,0,High Income – High Spending,High Income – High Spending
Graduate,80952.0,0,0,20,778,178,689,41,27,44,1,8,5,11,8,0,1,1,1,0,0,1,57,1757,Partner,0,2,0,24,4,0,0,High Income – High Spending,High Income – High Spending
Graduate,75507.0,0,0,56,709,93,374,104,80,80,1,8,6,6,3,0,0,0,0,0,0,0,47,1440,Partner,0,2,0,20,0,0,0,High Income – High Spending,High Income – High Spending
Undergraduate,63855.0,0,0,28,359,35,314,93,116,89,1,7,3,13,4,0,0,0,0,0,0,0,48,1006,Partner,0,2,0,23,0,0,0,High Income – High Spending,High Income – High Spending
Postgraduate,62220.0,0,1,55,799,12,375,16,12,12,5,7,6,5,6,0,0,0,0,0,0,1,54,1226,Partner,1,3,1,18,1,0,3,High Income – High Spending,High Income – Low Spending
Graduate,58512.0,0,1,25,895,10,101,13,0,152,5,3,4,8,8,0,0,0,0,0,0,0,62,1171,Partner,1,3,1,15,0,0,3,High Income – High Spending,High Income – Low Spending
Postgraduate,40662.0,1,0,0,40,2,23,0,4,23,2,2,1,3,4,0,0,0,0,0,0,0,47,92,Partner,1,3,1,6,0,1,2,Low Income – Low Spending,Low Income – Low Spending
Postgraduate,38829.0,0,1,86,76,0,7,0,0,16,1,3,2,2,5,0,0,0,0,0,0,0,67,99,Partner,1,3,1,7,0,1,1,Low Income – Low Spending,Low Income – High Spending
Undergraduate,35523.0,1,0,8,11,5,22,12,5,11,2,3,0,3,7,0,0,0,0,0,0,0,45,66,Partner,1,3,1,6,0,1,2,Low Income – Low Spending,Low Income – Low Spending
Graduate,79146.0,1,1,33,245,16,223,21,43,16,2,8,1,8,6,0,0,0,0,0,0,0,59,564,Alone,2,3,1,17,0,1,3,Low Income – Low Spending,High Income – Low Spending
Postgraduate,78285.0,0,0,13,647,107,391,175,67,40,1,6,4,10,3,0,0,0,0,0,0,0,38,1427,Partner,0,2,0,20,0,0,0,High Income – High Spending,High Income – High Spending
Postgraduate,31626.0,1,0,12,39,1,9,2,1,34,1,2,1,2,7,1,0,0,0,0,0,1,48,86,Alone,1,2,1,5,2,1,2,Low Income – Low Spending,Low Income – Low Spending
Graduate,75127.0,0,0,92,203,35,305,46,17,227,1,2,11,5,1,0,0,0,0,0,0,0,74,833,Alone,0,1,0,18,0,0,0,High Income – High Spending,High Income – High Spending
Graduate,48726.0,0,1,90,138,3,38,4,0,59,3,3,2,4,6,0,0,0,0,0,0,0,71,242,Partner,1,3,1,9,0,1,1,Low Income – Low Spending,Low Income – High Spending
Graduate,74985.0,0,0,8,587,51,898,247,0,86,1,3,6,7,2,0,0,0,0,0,0,0,49,1869,Partner,0,2,0,16,0,0,0,High Income – High Spending,High Income – High Spending
Graduate,67430.0,0,0,6,595,97,291,127,133,121,1,11,5,12,6,0,0,0,0,0,0,0,39,1364,Partner,0,2,0,28,0,0,0,High Income – High Spending,High Income – High Spending
Undergraduate,46891.0,0,1,91,43,12,23,29,15,61,1,2,1,4,4,0,0,0,0,0,0,0,61,183,Partner,1,3,1,7,0,1,1,Low Income – Low Spending,Low Income – High Spending
Postgraduate,62058.0,0,1,52,301,7,74,10,0,58,4,6,1,7,6,0,0,0,0,0,0,0,70,450,Partner,1,3,1,14,0,1,3,Low Income – Low Spending,High Income – Low Spending
Graduate,72063.0,0,1,3,180,32,348,76,32,90,2,5,2,12,2,0,0,0,0,0,0,0,47,758,Partner,1,3,1,19,0,0,3,High Income – High Spending,High Income – Low Spending
Postgraduate,78939.0,0,0,57,794,115,243,150,0,205,1,8,5,6,3,0,0,0,0,0,0,0,75,1507,Partner,0,2,0,19,0,0,0,High Income – High Spending,High Income – High Spending
Graduate,42720.0,1,1,9,392,5,91,28,26,112,8,7,3,7,8,0,0,0,0,0,0,1,61,654,Alone,2,3,1,17,1,1,3,Low Income – Low Spending,High Income – Low Spending
